Idx,Sensor_008,Sensor_035,Sensor_038,Sensor_048,Sensor_050
2017519,58.5,45,53,32,47
2017519,56.5,57,64,52,40
2017519,51,71,77,55,42
2017519,46.5,49,39,46,42
2017519,39.5,46,33,29,41
2017519,36,25,20,29,40
2017519,29.25,24,22,20,35
2017519,31,22,31,23,43
2017519,30,24,24,21,43
2017519,32.75,24,25,18,43
2017519,33.75,28,26,26,41
2017519,39.25,34,30,28,49
2017519,38.25,40,31,32,45
2017519,39.5,49,38,42,51
2017519,46,61,46,64,51
2017519,45.5,59,53,47,55
2017519,41,65,53,26,49
2017520,33.75,47,32,20,25
2017520,31.25,39,31,30,31
2017520,28.75,37,30,21,27
2017520,25.5,36,28,15,20
2017520,23.75,36,16,13,20
2017520,25.5,47,18,15,22
2017520,29,50,27,17,27
2017520,35.5,65,31,21,28
2017520,33,48,52,15,41
2017520,26.25,46,44,13,26
2017520,26.25,40,29,16,17
2017520,19,28,18,14,11
2017520,17.25,28,25,10,15
2017520,18.25,32,24,16,18
2017520,22.75,27,25,26,26
2017520,20.25,31,25,17,22
2017520,18.75,25,20,20,24
2017520,24.25,32,19,22,27
2017520,26,36,31,26,25
2017520,26.75,56,33,26,22
2017520,40.25,64,37,21,28
2017520,86,110,111,52,87
2017520,117,136,165,118,108
2017520,109.25,136,156,109,108
2017521,96.75,119,115,82,90
2017521,59.75,83,47,33,31
2017521,41,74,30,28,24
2017521,26.75,40,18,19,21
2017521,22.5,35,18,16,20
2017521,21.25,43,24,12,13
2017521,17.25,36,17,7,11
2017521,20.25,32,23,12,21
2017521,21.75,33,24,11,20
2017521,19.75,28,20,9,15
2017521,22,30,22,11,16
2017521,19.25,29,31,9,13
2017521,19.75,33,35,9,15
2017521,21.5,45,38,16,15
2017521,27.25,41,58,16,22
2017521,27.25,42,48,18,28
2017521,22.75,43,35,16,20
2017521,23.5,46,47,14,17
2017521,30,45,51,20,23
2017521,39.25,47,46,38,36
2017521,33.75,46,32,32,21
2017521,46.25,60,55,34,33
2017521,63,76,97,60,65
2017521,65.75,86,73,77,59
2017522,48.75,54,61,70,52
2017522,32.25,36,32,23,28
2017522,23.5,51,20,16,17
2017522,27.75,41,18,16,25
2017522,40.25,47,45,31,46
2017522,33,52,40,20,34
2017522,39,53,39,26,33
2017522,68.5,61,53,51,53
2017522,76,68,88,64,67
2017522,82.25,73,93,81,84
2017522,72.75,61,76,74,77
2017522,54.75,61,64,75,78
2017522,61.5,61,51,50,70
2017522,51.75,51,51,42,57
2017522,49.75,46,51,44,59
2017522,45.25,45,36,50,49
2017522,43,40,36,37,49
2017522,42.25,40,48,37,42
2017522,49.5,53,47,50,36
2017522,44,58,50,40,36
2017522,57.5,58,66,54,42
2017522,81.75,73,110,70,73
2017522,121.75,67,93,101,119
2017522,100.5,82,75,82,74
2017523,36.5,42,30,17,20
2017523,12.75,20,12,4,8
2017523,9,14,10,1,10
2017523,6.75,11,7,2,6
2017523,6.75,16,5,1,7
2017523,8.25,15,8,1,8
2017523,16.75,25,14,8,15
2017523,44.75,43,39,23,31
2017523,52.75,49,59,28,42
2017523,43.75,49,62,26,30
2017523,34.25,58,40,19,22
2017523,31.5,51,60,18,20
2017523,27.5,63,32,14,17
2017523,21.5,55,40,15,12
2017523,21.25,68,29,11,20
2017523,19.25,50,22,17,18
2017523,23.25,48,37,15,18
2017523,25.5,41,44,13,23
2017523,30.5,60,56,16,36
2017523,37.25,60,54,15,20
2017523,46.25,67,50,27,35
2017523,49.25,98,47,39,26
2017523,40.5,69,34,28,37
2017523,29,54,22,22,13
2017524,21.75,41,16,13,14
2017524,26.25,32,19,14,23
2017524,22.75,20,13,10,23
2017524,17,28,18,16,15
2017524,19,28,18,12,23
2017524,33.25,31,23,11,50
2017524,46.5,48,47,22,43
2017524,70.5,78,78,54,59
2017524,55,72,79,52,52
2017524,64.5,72,65,47,42
2017524,46.75,83,51,46,32
2017524,35.75,46,36,27,23
2017524,29.25,52,41,24,20
2017524,28.5,51,39,37,28
2017524,24.5,61,27,22,21
2017524,24.25,41,24,23,25
2017524,26.75,37,29,14,34
2017524,33,44,41,20,38
2017524,29.5,60,35,30,39
2017524,33,48,50,26,24
2017524,50,57,40,38,41
2017524,75,75,88,46,60
2017524,90.75,109,136,112,78
2017524,79,92,94,102,82
2017525,39,40,31,36,29
2017525,16.5,21,14,15,12
2017525,19,24,13,9,12
2017525,16.5,23,12,10,13
2017525,15.25,27,15,8,18
2017525,20.5,30,19,10,20
2017525,41.5,43,30,24,38
2017525,74.25,67,66,47,59
2017525,74.25,65,92,53,49
2017525,64.75,73,80,41,40
2017525,44.5,71,50,29,28
2017525,37.25,52,42,25,21
2017525,35,53,45,32,23
2017525,33.75,52,41,26,27
2017525,35.25,44,34,35,44
2017525,28.25,42,21,34,41
2017525,26.75,34,34,35,28
2017525,37.75,37,37,43,48
2017525,46.75,48,33,50,76
2017525,58,31,42,38,76
2017525,57.25,55,68,60,60
2017525,100,69,100,97,108
2017525,111.75,95,82,106,118
2017525,47.25,39,34,48,54
2017526,26.75,23,17,22,30
2017526,24.75,23,13,25,29
2017526,28.25,45,26,17,25
2017526,24,37,24,15,17
2017526,22.75,37,15,15,12
2017526,25.5,43,15,13,12
2017526,42.25,62,35,32,31
2017526,75,72,80,71,69
2017526,75.25,77,86,70,66
2017526,59,69,88,46,41
2017526,43.75,75,52,38,26
2017526,43,59,57,42,34
2017526,46,58,59,51,36
2017526,40,35,44,43,39
2017526,41.75,39,33,36,59
2017526,37.5,37,30,41,56
2017526,38.75,39,28,27,48
2017526,51.5,38,35,38,58
2017526,52.25,37,31,32,63
2017526,56.5,35,32,30,59
2017526,56.25,37,36,37,64
2017526,65.25,62,57,56,76
2017526,76.25,62,63,59,89
2017526,71.25,55,46,51,61
2017527,75.75,79,58,60,52
2017527,37.25,35,36,38,35
2017527,18.75,26,17,18,18
2017527,17,19,11,16,13
2017527,17.75,24,12,11,13
2017527,16.75,30,14,9,12
2017527,22.75,35,17,11,19
2017527,27,44,23,17,20
2017527,26.25,42,24,17,18
2017527,25.75,38,24,20,18
2017527,27.25,42,30,20,21
2017527,25.5,39,36,23,18
2017527,27.5,37,28,15,21
2017527,21.75,35,18,14,12
2017527,20,30,16,12,12
2017527,14.75,28,10,11,9
2017527,15,30,10,15,9
2017527,19.75,28,11,15,15
2017527,24,21,15,14,18
2017527,31.5,27,22,28,26
2017527,37.5,41,25,34,31
2017527,32.75,35,21,35,34
2017527,22.75,38,15,26,22
2017527,16.5,22,10,20,18
2017528,14.5,21,8,16,16
2017528,14.25,21,10,13,9
2017528,13.25,25,10,9,8
2017528,14.25,23,9,13,15
2017528,10.25,22,8,9,6
2017528,9.75,19,7,5,7
2017528,12.75,27,7,6,8
2017528,17,32,11,7,13
2017528,14.25,32,9,7,11
2017528,11.5,23,7,8,8
2017528,12,18,9,8,8
2017528,12.75,20,11,16,8
2017528,15.75,26,11,11,9
2017528,20.75,32,20,19,12
2017528,20.25,31,15,23,14
2017528,16.25,38,10,15,12
2017528,20.75,37,14,17,22
2017528,31.5,42,32,22,35
2017528,29.5,48,39,26,34
2017528,34.75,45,40,26,40
2017528,51.75,40,39,31,60
2017528,40.5,24,27,23,42
2017528,34.5,23,20,18,34
2017528,25.75,18,14,16,27
2017529,21,20,10,12,23
2017529,16.5,19,10,9,16
2017529,15,21,10,10,17
2017529,14.5,19,9,16,17
2017529,17.75,15,15,8,24
2017529,14.5,22,13,10,15
2017529,28.75,19,13,20,28
2017529,47,23,25,27,57
2017529,52.75,37,45,49,63
2017529,53.25,41,43,43,58
2017529,45,43,35,40,51
2017529,38.25,30,22,24,43
2017529,32.5,34,24,32,34
2017529,29.25,35,21,30,32
2017529,28.25,27,16,26,29
2017529,26.25,25,16,23,24
2017529,29,24,20,22,31
2017529,31.75,31,18,30,34
2017529,35.5,29,21,32,39
2017529,39,24,25,33,42
2017529,40.5,28,26,33,46
2017529,40.75,25,29,29,41
2017529,42,37,36,32,45
2017529,38.5,32,28,30,41
2017530,34.75,30,20,22,30
2017530,20.25,35,18,10,16
2017530,9.5,19,10,2,8
2017530,8.25,16,7,2,8
2017530,8.25,20,8,1,9
2017530,13.25,23,9,7,18
2017530,27.75,31,22,20,51
2017530,43.5,41,50,28,43
2017530,48,49,68,29,36
2017530,40.25,55,48,21,27
2017530,27.5,80,46,13,16
2017530,21.75,54,31,9,14
2017530,19.75,36,26,15,15
2017530,21,42,27,16,17
2017530,26.5,54,40,22,30
2017530,27,37,43,31,27
2017530,35.25,45,57,21,39
2017530,35.25,51,50,24,46
2017530,43.75,50,59,55,73
2017530,53.75,48,69,45,71
2017530,38,64,64,27,29
2017530,29.75,35,44,18,21
2017530,26.75,38,32,24,22
2017530,26,36,24,13,29
2017531,18.25,27,29,15,16
2017531,21.5,29,20,8,15
2017531,15,26,21,4,12
2017531,13,19,11,3,8
2017531,13.5,28,10,10,12
2017531,17.75,25,14,10,15
2017531,27.5,31,21,17,23
2017531,52.25,43,41,30,37
2017531,53.25,53,52,37,36
2017531,51.25,67,54,43,34
2017531,40.5,56,45,33,29
2017531,29,51,33,25,21
2017531,29.5,46,46,28,24
2017531,31.5,41,32,29,34
2017531,32.5,37,28,32,42
2017531,31.25,36,32,26,42
2017531,46.5,58,64,42,70
2017531,58.75,79,68,49,87
2017531,52.25,75,70,46,67
2017531,56.75,71,63,54,82
2017531,65,69,63,63,78
2017531,76.25,67,77,55,68
2017531,84.25,72,106,64,74
2017531,55.75,69,59,45,41
201761,24.25,30,25,30,15
201761,17.5,19,20,12,15
201761,15.5,25,20,7,11
201761,14.75,22,12,7,13
201761,17,37,29,11,21
201761,26.5,34,29,14,30
201761,38,37,24,17,24
201761,57.75,51,41,38,42
201761,63.5,71,65,46,46
201761,59.75,73,67,52,44
201761,43,63,50,37,27
201761,34.5,49,39,31,27
201761,31.75,50,37,32,26
201761,30.5,44,29,30,24
201761,29.75,36,27,30,29
201761,26.75,25,29,15,30
201761,30,38,25,32,30
201761,33,46,27,37,34
201761,47.5,46,49,37,66
201761,50.5,64,62,41,70
201761,52.75,54,66,49,78
201761,53.25,90,87,30,58
201761,76.75,97,79,53,50
201761,97.75,91,106,132,91
201762,107.25,115,112,124,112
201762,69.75,88,70,77,66
201762,28.75,25,26,21,19
201762,18.25,28,19,18,16
201762,16,35,18,12,14
201762,18.75,33,18,11,15
201762,35.5,59,26,24,23
201762,62.5,79,53,50,52
201762,71,78,74,60,57
201762,57.25,74,57,41,34
201762,44,73,53,40,29
201762,37.5,60,57,41,32
201762,39.75,50,53,37,41
201762,36.25,55,35,45,38
201762,34.75,34,38,48,39
201762,38.25,40,30,32,45
201762,39.75,51,33,41,48
201762,45.75,40,30,44,57
201762,49.5,48,35,50,50
201762,55.75,56,50,46,67
201762,64.5,76,71,60,85
201762,34,56,50,22,32
201762,21.75,31,21,11,15
201762,17.75,26,14,6,15
201763,15.5,31,23,9,12
201763,15.75,29,18,6,12
201763,13.25,23,17,5,11
201763,12.75,22,14,8,13
201763,12.75,27,12,7,14
201763,12,26,10,4,9
201763,15.75,31,13,10,12
201763,23,34,22,19,17
201763,28.25,47,30,21,26
201763,24.75,40,31,15,19
201763,23.5,34,27,20,21
201763,21.75,33,32,26,22
201763,23,31,25,22,21
201763,26.75,32,21,23,28
201763,36.5,35,22,27,44
201763,26.5,36,20,18,29
201763,20.75,23,13,13,29
201763,22.5,26,16,14,31
201763,28,28,21,18,34
201763,34.5,42,26,30,37
201763,41.25,30,34,36,57
201763,32,47,37,18,31
201763,15.25,27,19,9,12
201763,15.75,25,18,9,12
201764,15.5,21,18,7,10
201764,13.5,23,20,6,9
201764,12.25,22,16,3,9
201764,11.75,17,11,3,8
201764,10.25,17,9,2,6
201764,10,16,9,1,6
201764,9.75,22,8,2,6
201764,12.75,21,11,4,9
201764,14.5,27,10,6,10
201764,12.75,28,11,7,8
201764,12.75,18,11,6,10
201764,13.25,21,13,7,11
201764,17,21,18,12,17
201764,21,23,15,11,21
201764,24.25,29,21,16,26
201764,16.5,27,14,12,18
201764,16.25,22,13,11,19
201764,17,20,14,10,22
201764,20.25,20,17,9,25
201764,16.75,20,17,8,19
201764,16.75,21,20,9,14
201764,20,25,30,10,25
201764,18,28,25,9,20
201764,17,25,20,12,20
201765,14.75,28,19,8,13
201765,11.75,19,14,3,9
201765,8.25,17,14,2,7
201765,7.75,16,10,1,7
201765,7.75,24,9,5,7
201765,9,16,9,7,7
201765,17,21,14,7,13
201765,43,42,42,27,30
201765,40.5,51,62,38,34
201765,42,51,59,38,39
201765,40,54,59,38,40
201765,45.75,51,47,47,44
201765,47.5,51,45,51,48
201765,45.5,41,40,37,45
201765,36.75,28,28,29,40
201765,27.25,24,23,16,35
201765,27.75,29,23,21,30
201765,33.5,29,21,30,40
201765,41.75,36,27,31,48
201765,43.25,28,36,38,48
201765,47.5,34,39,42,55
201765,50.25,50,54,49,56
201765,51.25,47,46,51,65
201765,40.25,34,32,40,47
201766,27,40,18,18,18
201766,14,25,9,6,10
201766,10,21,6,4,8
201766,7.75,16,5,3,7
201766,8,14,3,1,7
201766,9.5,14,4,4,11
201766,21.25,23,11,12,30
201766,37,35,32,34,46
201766,41.75,32,52,30,41
201766,36,50,42,29,21
201766,27.75,40,25,17,21
201766,26,34,31,22,23
201766,32.5,36,37,32,37
201766,33.25,31,35,32,41
201766,27.75,27,24,22,32
201766,22,29,21,19,29
201766,28.75,23,29,26,44
201766,31,31,30,28,44
201766,32,31,30,33,45
201766,37.5,32,35,35,49
201766,42.5,44,37,42,64
201766,45,58,52,48,47
201766,36,68,42,20,31
201766,40.25,57,48,23,34
201767,26.75,47,31,16,19
201767,20,29,17,7,13
201767,19,41,18,10,10
201767,19,38,17,15,13
201767,15.25,35,11,6,10
201767,16.5,35,14,6,14
201767,31.75,32,20,14,21
201767,51.5,52,47,37,36
201767,51.5,61,75,43,46
201767,44.75,64,63,35,45
201767,36.75,68,49,24,25
201767,32.25,53,41,28,19
201767,27.25,55,45,21,19
201767,28.75,49,38,24,24
201767,25.5,38,33,29,19
201767,26.75,30,31,27,29
201767,20,35,31,38,29
201767,35.25,48,39,38,37
201767,45.25,49,38,44,57
201767,51.5,37,39,48,75
201767,56.5,50,57,43,82
201767,72.75,81,101,46,79
201767,120.75,112,160,93,126
201767,120,141,152,121,104
201768,46.25,52,41,41,32
201768,18,21,13,17,15
201768,13.25,22,11,7,11
201768,15.5,26,11,15,11
201768,16.25,30,12,8,13
201768,16.25,23,9,7,11
201768,29.75,39,22,20,26
201768,61,57,45,38,46
201768,41.75,67,57,55,49
201768,30.75,57,59,56,39
201768,39.5,60,37,31,31
201768,28.25,46,30,20,18
201768,25,50,29,23,19
201768,23.25,50,28,36,14
201768,24,46,26,34,18
201768,28.5,30,23,27,23
201768,34.75,34,28,39,37
201768,43.25,48,40,52,46
201768,50,40,34,52,61
201768,58.25,44,50,65,76
201768,73.75,67,78,71,86
201768,74.5,79,86,76,83
201768,62.75,81,64,64,59
201768,57.75,87,57,62,59
201769,57.75,86,51,63,51
201769,39.75,44,43,48,46
201769,19,25,16,17,19
201769,22.5,21,14,16,19
201769,19.75,31,17,18,14
201769,24.5,37,21,15,18
201769,35.25,44,27,21,24
201769,54.5,63,49,43,43
201769,59.25,73,75,55,53
201769,60.75,77,72,55,49
201769,51.25,63,69,54,39
201769,46.25,59,53,47,39
201769,55.25,53,47,56,63
201769,44.5,47,32,39,42
201769,43.25,37,35,39,63
201769,43.25,32,31,43,63
201769,38.5,36,26,32,43
201769,44.5,37,32,33,51
201769,44.5,36,32,31,50
201769,51,45,31,38,60
201769,59.25,48,41,48,69
201769,60.75,55,48,59,65
201769,63.25,52,45,64,70
201769,59.25,48,38,51,60
2017610,74.75,80,74,59,69
2017610,63.5,76,54,49,26
2017610,34.25,50,28,13,15
2017610,27.75,55,23,13,11
2017610,27.5,54,24,25,20
2017610,29.75,52,37,24,31
2017610,30,53,32,35,23
2017610,36.25,48,27,19,19
2017610,33.25,42,32,36,27
2017610,30.25,33,25,36,23
2017610,28.25,30,26,31,24
2017610,30.75,31,29,24,29
2017610,34.5,30,35,32,32
2017610,30.5,38,29,30,25
2017610,25.75,36,22,22,33
2017610,20.5,28,15,15,24
2017610,17.75,37,14,16,23
2017610,20.5,32,16,20,18
2017610,22.5,47,20,19,26
2017610,32,33,28,27,24
2017610,38,41,36,31,31
2017610,69.75,68,97,48,43
2017610,98.25,119,136,96,104
2017610,119,127,137,119,111
2017611,109,122,117,117,106
2017611,61.5,65,69,71,53
2017611,42.5,54,32,34,25
2017611,41.75,74,36,28,31
2017611,27.75,45,26,23,22
2017611,20.75,36,20,16,18
2017611,21,39,20,12,12
2017611,22.75,38,18,11,17
2017611,18.5,35,14,9,13
2017611,18.5,31,15,9,12
2017611,17.5,31,15,11,13
2017611,18,30,16,11,12
2017611,18.5,28,20,13,12
2017611,17,34,21,18,11
2017611,19,25,16,12,16
2017611,14,25,10,5,12
2017611,12.25,26,13,7,6
2017611,18.75,39,14,17,20
2017611,21.75,37,23,23,15
2017611,22.5,39,37,21,18
2017611,34,46,42,29,18
2017611,75.75,87,73,51,66
2017611,103,98,112,114,96
2017611,108.5,75,92,96,98
2017612,84,86,93,97,79
2017612,51.5,57,59,50,44
2017612,21.75,31,19,19,16
2017612,15.75,23,13,11,12
2017612,15.25,39,11,9,12
2017612,15.5,31,14,10,13
2017612,31,42,25,25,28
2017612,61.5,73,51,40,51
2017612,70.5,66,65,48,47
2017612,58.5,72,70,44,37
2017612,49,80,57,43,33
2017612,38,62,45,31,28
2017612,30.25,53,30,30,20
2017612,27.5,42,26,33,15
2017612,25.5,44,28,35,21
2017612,20.25,39,27,13,17
2017612,24.5,42,24,16,20
2017612,25.25,41,27,23,12
2017612,27.25,44,23,45,18
2017612,35.25,43,31,46,27
2017612,37.75,49,37,39,29
2017612,36.25,41,33,43,29
2017612,33,46,30,40,29
2017612,27.5,35,23,31,23
2017613,18.25,26,13,21,13
2017613,11.75,17,9,9,10
2017613,10.5,23,9,7,8
2017613,9.75,18,7,7,7
2017613,8.75,26,4,1,7
2017613,11.25,19,6,2,8
2017613,27.25,36,19,25,21
2017613,58.75,65,44,39,50
2017613,62.5,64,61,41,46
2017613,48.25,58,53,39,35
2017613,33.75,58,39,29,24
2017613,31,57,39,26,21
2017613,26.5,59,41,37,16
2017613,30.5,39,36,40,26
2017613,38.25,32,35,33,50
2017613,29,38,36,32,30
2017613,36.75,31,30,32,48
2017613,29,52,33,36,28
2017613,35,40,36,50,36
2017613,56.5,47,55,64,74
2017613,63.5,68,57,63,76
2017613,72.25,83,66,82,72
2017613,99,84,69,103,94
2017613,107,88,92,114,99
2017614,41.25,40,35,40,33
2017614,17.25,27,15,14,14
2017614,12.75,28,13,11,9
2017614,13.5,24,10,13,12
2017614,15.5,53,16,8,13
2017614,19,33,13,7,11
2017614,36.5,40,20,19,23
2017614,74,80,60,68,63
2017614,78.5,76,75,71,61
2017614,63,72,78,63,50
2017614,48.75,67,65,63,37
2017614,52.25,83,62,70,41
2017614,51,74,81,68,53
2017614,60.25,67,59,68,61
2017614,47.5,51,41,64,56
2017614,43.5,43,32,42,42
2017614,44.75,37,35,42,50
2017614,53.75,39,33,43,68
2017614,52.5,43,42,56,63
2017614,59.5,43,40,58,77
2017614,65.5,51,44,72,97
2017614,71.5,64,54,71,86
2017614,69.75,80,67,68,76
2017614,60.25,69,63,62,55
2017615,47.25,65,35,50,37
2017615,47.25,81,34,29,34
2017615,64.75,70,57,74,55
2017615,68.5,78,63,79,55
2017615,61.5,86,62,54,41
2017615,45,71,34,30,27
2017615,51,64,46,41,43
2017615,81.5,78,82,61,81
2017615,89.25,88,98,75,72
2017615,73.25,100,92,78,55
2017615,80,119,93,88,67
2017615,90.25,123,112,91,96
2017615,90.5,90,99,120,83
2017615,71,57,77,74,96
2017615,62.25,52,62,68,71
2017615,44.75,39,33,33,58
2017615,45,35,30,30,61
2017615,55.5,39,37,42,81
2017615,55.5,41,42,43,74
2017615,72.25,60,52,54,83
2017615,79,65,69,60,98
2017615,57.75,71,74,57,50
2017615,19.5,32,16,16,15
2017615,18.25,34,17,12,14
2017616,17.25,33,16,9,15
2017616,14.5,25,14,7,12
2017616,16,31,20,9,21
2017616,14,28,16,11,21
2017616,16.75,35,12,13,23
2017616,21.25,33,31,13,21
2017616,34.25,49,31,19,27
2017616,54,68,55,44,48
2017616,65.5,74,63,60,52
2017616,69.25,76,81,59,52
2017616,60,86,66,65,49
2017616,51,59,54,45,40
2017616,42.25,55,50,37,35
2017616,44.25,51,54,49,34
2017616,43.25,62,63,53,49
2017616,51.5,52,69,46,46
2017616,50.25,48,65,62,52
2017616,39.5,68,66,24,25
2017616,42.5,72,60,29,54
2017616,60.5,55,70,59,89
2017616,89.75,105,91,90,111
2017616,107.75,126,102,91,121
2017616,131.5,133,178,110,118
2017616,130.75,142,143,121,107
2017617,97.5,145,128,123,101
2017617,51.5,93,62,43,31
2017617,24.25,34,20,14,14
2017617,20.75,43,21,17,12
2017617,18.5,30,14,10,11
2017617,20.25,26,13,8,11
2017617,20,40,19,12,14
2017617,28.5,52,25,18,20
2017617,33,52,28,20,23
2017617,30,42,30,19,18
2017617,31.25,42,39,25,21
2017617,32,58,44,23,21
2017617,36,57,44,36,27
2017617,39.25,52,51,39,33
2017617,32.75,36,30,24,36
2017617,22.25,34,25,17,18
2017617,18,51,23,8,29
2017617,25.75,43,30,16,44
2017617,28.25,67,35,19,50
2017617,27.5,71,42,31,42
2017617,40.75,95,69,41,59
2017617,56.75,115,98,57,84
2017617,55,114,86,52,54
2017617,39,72,56,22,28
2017618,27.25,52,33,13,18
2017618,26.5,47,30,13,15
2017618,24.25,44,31,10,14
2017618,18.5,33,21,9,12
2017618,19.25,34,14,10,10
2017618,20,44,15,8,11
2017618,21.5,42,16,8,13
2017618,25,37,20,11,16
2017618,20.75,37,21,11,14
2017618,19.25,24,13,10,11
2017618,18.25,29,17,18,13
2017618,17.75,33,22,13,16
2017618,16.75,33,19,20,14
2017618,17.5,29,21,14,16
2017618,21.75,27,22,20,23
2017618,17.75,26,13,12,20
2017618,16.25,32,14,10,20
2017618,18.25,35,18,15,27
2017618,19,26,15,23,28
2017618,18.75,56,21,22,11
2017618,33.5,53,46,36,14
2017618,71.25,79,70,67,41
2017618,46.75,58,47,56,32
2017618,16,20,14,15,13
2017619,15.75,18,16,15,17
2017619,14.5,21,11,12,14
2017619,13.25,23,11,10,14
2017619,10.5,19,9,8,10
2017619,9.5,19,13,5,9
2017619,11.5,21,9,9,10
2017619,21.5,28,16,12,14
2017619,40.25,58,29,23,25
2017619,52.75,58,62,34,34
2017619,28.5,56,46,35,29
2017619,35.5,56,39,36,26
2017619,43.75,59,49,61,35
2017619,48.75,48,52,58,47
2017619,45.75,56,54,55,41
2017619,47.25,55,53,50,55
2017619,48.75,62,53,59,59
2017619,55.5,61,59,59,59
2017619,61.75,67,71,61,81
2017619,38.25,58,59,26,35
2017619,37,54,41,35,27
2017619,46.75,53,53,36,32
2017619,40.5,67,48,21,36
2017619,33.75,41,30,15,25
2017619,17.25,29,16,13,15
2017620,13.5,20,7,7,13
2017620,14.5,19,8,7,14
2017620,12.25,24,9,7,12
2017620,14.5,28,14,12,14
2017620,15.25,30,14,10,16
2017620,24.5,26,19,14,24
2017620,41,29,31,29,38
2017620,57.75,42,42,47,69
2017620,70.5,60,88,47,78
2017620,63,55,63,37,57
2017620,51,68,57,41,42
2017620,39.75,69,57,33,31
2017620,32.75,86,45,25,25
2017620,40.25,55,49,20,30
2017620,43,41,44,24,45
2017620,35.5,53,44,46,17
2017620,37.75,53,40,46,46
2017620,52.5,64,47,46,69
2017620,55.5,60,59,46,76
2017620,43.5,61,51,38,56
2017620,58,85,91,52,64
2017620,62.25,75,77,62,71
2017620,48.75,59,53,34,47
2017620,35.5,53,35,24,27
2017621,30,45,30,23,28
2017621,21.25,28,22,17,22
2017621,18.25,25,18,10,21
2017621,18.75,36,15,22,21
2017621,20.25,37,17,18,30
2017621,27.25,37,26,21,26
2017621,45,55,33,31,41
2017621,67.5,61,60,50,57
2017621,64,66,82,44,46
2017621,57.25,73,67,38,36
2017621,45.75,67,53,32,22
2017621,41.5,77,48,39,29
2017621,48,64,60,69,47
2017621,49.5,57,50,56,56
2017621,46.5,45,44,51,54
2017621,33.75,35,41,35,24
2017621,31,36,29,41,34
2017621,45,40,35,50,62
2017621,61,50,50,53,84
2017621,69.75,59,66,58,95
2017621,72.75,92,93,85,102
2017621,95.5,99,120,57,97
2017621,125.5,125,136,84,117
2017621,124.75,125,128,122,118
2017622,110.5,116,123,118,107
2017622,58.75,98,67,66,44
2017622,29.75,43,27,25,35
2017622,20.25,38,20,22,17
2017622,20.25,32,20,13,16
2017622,23.5,39,20,14,19
2017622,44.75,55,32,31,42
2017622,74,77,53,61,61
2017622,75.5,78,78,64,53
2017622,63.75,66,79,58,51
2017622,62,79,88,66,63
2017622,52.25,69,87,49,45
2017622,48,91,61,47,29
2017622,67.25,64,68,67,90
2017622,52.5,47,53,58,66
2017622,38.75,38,43,38,51
2017622,38,37,28,32,52
2017622,52.75,34,32,45,73
2017622,53.5,41,42,51,75
2017622,53.5,32,40,46,69
2017622,69.75,40,49,59,87
2017622,73.25,49,48,50,87
2017622,59,29,28,36,68
2017622,53.75,40,34,32,56
2017623,49.25,39,36,31,51
2017623,38.5,35,30,37,38
2017623,38.25,34,30,40,33
2017623,36.5,27,18,26,30
2017623,22,20,8,14,15
2017623,28,19,11,14,23
2017623,40.5,40,14,27,32
2017623,69.25,39,27,48,70
2017623,81.5,45,77,64,85
2017623,83,58,70,68,88
2017623,72,52,49,49,69
2017623,49.75,34,47,40,58
2017623,44.5,32,35,39,57
2017623,44.25,33,30,41,53
2017623,44.5,39,28,46,58
2017623,45.5,33,39,48,66
2017623,44.5,34,34,38,53
2017623,45.5,34,33,35,63
2017623,49.25,33,31,34,68
2017623,48.25,40,27,38,59
2017623,54.5,36,36,35,61
2017623,55.25,38,37,47,57
2017623,59,39,37,47,59
2017623,57.75,44,29,44,61
2017624,53.5,44,31,36,49
2017624,48,31,24,30,49
2017624,42.5,34,29,34,42
2017624,41.5,27,30,52,41
2017624,37.25,29,14,27,25
2017624,32.25,27,11,18,30
2017624,39.25,38,16,29,32
2017624,47.5,36,23,23,35
2017624,41.5,34,22,23,34
2017624,39.25,33,28,28,36
2017624,37.5,29,23,23,39
2017624,31.5,30,19,25,34
2017624,25.5,28,17,24,24
2017624,26.75,26,18,19,24
2017624,25.75,26,18,18,25
2017624,19.5,24,10,15,16
2017624,19.25,22,10,13,22
2017624,22,21,11,15,29
2017624,24.25,23,13,17,31
2017624,25.5,28,15,19,31
2017624,27,26,17,20,29
2017624,33.5,32,18,21,36
2017624,33.75,27,20,23,38
2017624,42,44,24,31,47
2017625,39.25,49,36,34,36
2017625,48.5,44,33,39,49
2017625,50,33,27,25,41
2017625,50.5,34,55,31,47
2017625,51.5,35,76,35,33
2017625,54,58,50,39,38
2017625,30.25,76,38,25,27
2017625,23,49,32,15,25
2017625,24.25,44,39,12,27
2017625,25.5,42,37,14,18
2017625,28.5,46,42,20,19
2017625,34.5,46,28,32,18
2017625,36,48,35,30,29
2017625,19.5,31,18,15,14
2017625,13.25,29,12,10,9
2017625,10.75,32,7,9,9
2017625,18,34,13,18,19
2017625,22.25,33,18,16,26
2017625,21.5,36,24,19,27
2017625,27.25,29,22,20,27
2017625,27.25,31,25,18,28
2017625,32.25,38,31,21,34
2017625,41.75,42,39,35,35
2017625,39.5,59,43,34,39
2017626,29.75,36,30,19,36
2017626,23.75,30,27,19,27
2017626,21,32,24,20,20
2017626,21,30,18,14,18
2017626,19.75,29,14,11,16
